step_time,reward,total_stopped,total_wait_time
3580.0,-0.31000000000000005,7,310.0
3585.0,-0.3599999999999999,8,346.0
3590.0,-0.06000000000000005,5,352.0
3595.0,-0.2599999999999998,7,378.0
3600.0,2.2699999999999996,4,151.0
3605.0,0.87,6,64.0
3610.0,-0.24,5,88.0
3615.0,-0.2499999999999999,5,113.0
3620.0,-0.25,5,138.0
3625.0,-0.25,5,163.0
3630.0,-0.25,5,188.0
3635.0,-0.25,5,213.0
3640.0,-0.25,5,238.0
3645.0,-0.25,5,263.0
3650.0,-0.25,5,288.0
3655.0,-0.25,5,313.0
3660.0,-0.25,5,338.0
3665.0,-0.25,5,363.0
3670.0,-0.25,5,388.0
3675.0,-0.25,5,413.0
3680.0,-0.25,5,438.0
3685.0,-0.25,5,463.0
3690.0,-0.25,5,488.0
3695.0,-0.25,5,513.0
3700.0,-0.25,5,538.0
3705.0,-0.25,5,563.0
3710.0,-0.25,5,588.0
3715.0,-0.25,5,613.0
3720.0,-0.25,5,638.0
3725.0,-0.25,5,663.0
3730.0,-0.25,5,688.0
3735.0,-0.25,5,713.0
3740.0,-0.25,5,738.0
3745.0,-0.25,5,763.0
3750.0,-0.25,5,788.0
3755.0,-0.2500000000000009,5,813.0
3760.0,-0.25,5,838.0
3765.0,-0.25,5,863.0
3770.0,-0.25,5,888.0
3775.0,-0.25,5,913.0
3780.0,-0.25,5,938.0
3785.0,-0.25,5,963.0
3790.0,3.9000000000000004,0,573.0
3795.0,5.73,0,0.0
3800.0,0.0,0,0.0
3805.0,0.0,0,0.0
3810.0,0.0,0,0.0
3815.0,0.0,0,0.0
3820.0,0.0,0,0.0
3825.0,0.0,0,0.0
3830.0,0.0,0,0.0
3835.0,0.0,0,0.0
3840.0,0.0,0,0.0
3845.0,0.0,0,0.0
3850.0,0.0,0,0.0
3855.0,0.0,0,0.0
3860.0,0.0,0,0.0
3865.0,0.0,0,0.0
3870.0,0.0,0,0.0
3875.0,0.0,0,0.0
3880.0,0.0,0,0.0
3885.0,0.0,0,0.0
3890.0,0.0,0,0.0
3895.0,0.0,0,0.0
3900.0,0.0,0,0.0
3905.0,0.0,0,0.0
3910.0,0.0,0,0.0
3915.0,0.0,0,0.0
3920.0,0.0,0,0.0
3925.0,0.0,0,0.0
3930.0,0.0,0,0.0
3935.0,0.0,0,0.0
3940.0,0.0,0,0.0
3945.0,0.0,0,0.0
3950.0,0.0,0,0.0
3955.0,0.0,0,0.0
3960.0,0.0,0,0.0
3965.0,0.0,0,0.0
3970.0,0.0,0,0.0
3975.0,0.0,0,0.0
3980.0,0.0,0,0.0
3985.0,0.0,0,0.0
3990.0,0.0,0,0.0
3995.0,0.0,0,0.0
4000.0,0.0,0,0.0
4005.0,0.0,0,0.0
